Unnamed: 0,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_value,"duration_type",duration_type
66,s67,tv show,raja rasoi aur anya kahaniyan,nan,,india,2021-09-15,2014,tv-g,1 Season,"docuseries, international tv shows","explore the history and flavors of regional indian cuisine, from traditional kashmiri feasts to the vegetarian dishes of gujarat.",2021.0,September,1.0,"Season",Season
67,s68,tv show,saved by the bell,nan,"Mark-Paul Gosselaar, Tiffani Thiessen, Mario Lopez, Lark Voorhies, Elizabeth Berkley, Dustin Diamond, Dennis Haskins",united states,2021-09-15,1994,tv-pg,9 Seasons,"kids' tv, tv comedies","from middle school to college, best friends zack, kelly, slater, jessie, screech and lisa take on the highs and lows of life together in this hit series.",2021.0,September,9.0,"Seasons",Seasons
68,s69,movie,schumacher,"hanns-bruno kammertöns, vanessa nöcker, michael wech",Michael Schumacher,nan,2021-09-15,2021,tv-14,113 min,"documentaries, international movies, sports movies","through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time formula 1 champion michael schumacher.",2021.0,September,113.0,"min",min
69,s70,tv show,stories by rabindranath tagore,nan,,india,2021-09-15,2015,tv-pg,1 Season,"international tv shows, tv dramas",the writings of nobel prize winner rabindranath tagore come to life in this collection of tales set in early-20th-century bengal.,2021.0,September,1.0,"Season",Season
70,s71,tv show,too hot to handle: latino,nan,Itatí Cantoral,nan,2021-09-15,2021,tv-ma,1 Season,"international tv shows, reality tv, romantic tv shows","on this reality show, singles from latin america and spain are challenged to give up sex. but here, abstinence comes with a silver lining: us$100,000.",2021.0,September,1.0,"Season",Season
71,s72,movie,a storybots space adventure,david a. vargas,"Evan Spiridellis, Erin Fitzgerald, Jeff Gill, Fred Tatasciore, Evan Michael Lee, Jared Isaacman, Sian Proctor, Chris Sembroski, Hayley Arceneaux",nan,2021-09-14,2021,tv-y,13 min,children & family movies,join the storybots and the space travelers of the historic inspiration4 mission as they search for answers to kids' questions about space.,2021.0,September,13.0,"min",min
72,s73,tv show,jack whitehall: travels with my father,nan,"Jack Whitehall, Michael Whitehall",united kingdom,2021-09-14,2021,tv-ma,5 Seasons,"british tv shows, docuseries, international tv shows","jovial comic jack whitehall invites his stuffy father, michael, to travel with him through southeast asia in an attempt to strengthen their bond.",2021.0,September,5.0,"Seasons",Seasons
73,s74,movie,king of boys,kemi adetiba,"Sola Sobowale, Adesua Etomi, Remilekun ""Reminisce"" Safaru, Tobechukwu ""iLLbliss"" Ejiofor, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja",nigeria,2021-09-14,2018,tv-ma,182 min,"dramas, international movies","when a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",2021.0,September,182.0,"min",min
74,s75,tv show,the world's most amazing vacation rentals,nan,,nan,2021-09-14,2021,tv-pg,2 Seasons,reality tv,"with an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",2021.0,September,2.0,"Seasons",Seasons
75,s76,movie,you vs. wild: out cold,ben simms,"Bear Grylls, Jason Derek Prempeh",nan,2021-09-14,2021,tv-g,106 min,children & family movies,"after a plane crash leaves bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",2021.0,September,106.0,"min",min
76,s77,tv show,yowamushi pedal,nan,"Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama",japan,2021-09-14,2013,tv-14,1 Season,"anime series, international tv shows","a timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.",2021.0,September,1.0,"Season",Season
77,s78,movie,little singham - black shadow,prakash satam,"Sumriddhi Shukla, Jigna Bharadwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Annamaya Verma, Anamay Verma, Manoj Pandey",nan,2021-09-11,2021,tv-y7,48 min,"children & family movies, comedies",kid cop little singham loses all his superpowers while trying to stop the demon kaal’s new evil plans! can his inner strength help him defeat the enemy?,2021.0,September,48.0,"min",min
78,s79,movie,tughlaq durbar,delhiprasad deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",nan,2021-09-11,2020,tv-14,145 min,"comedies, dramas, international movies",a budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,2021.0,September,145.0,"min",min
79,s80,movie,tughlaq durbar (telugu),delhiprasad deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",nan,2021-09-11,2021,tv-14,145 min,"comedies, dramas, international movies",a budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,2021.0,September,145.0,"min",min
80,s81,movie,firedrake the silver dragon,tomer eshed,"Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie",nan,2021-09-10,2021,tv-y7,93 min,children & family movies,"when his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",2021.0,September,93.0,"min",min
81,s82,movie,kate,cedric nicolas-troyan,"Mary Elizabeth Winstead, Jun Kunimura, Woody Harrelson, Tadanobu Asano, Miyavi, Michiel Huisman, Miku Martineau",united states,2021-09-10,2021,r,106 min,action & adventure,"slipped a fatal poison on her final job, a ruthless assassin working in tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",2021.0,September,106.0,"min",min
82,s83,tv show,lucifer,nan,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis",united states,2021-09-10,2021,tv-14,6 Seasons,"crime tv shows, tv comedies, tv dramas","bored with being the lord of hell, the devil relocates to los angeles, where he opens a nightclub and forms a connection with a homicide detective.",2021.0,September,6.0,"Seasons",Seasons
83,s84,tv show,metal shop masters,nan,Jo Koy,nan,2021-09-10,2021,tv-ma,1 Season,reality tv,"on this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. only one will win a $50,000 prize.",2021.0,September,1.0,"Season",Season
84,s85,movie,omo ghetto: the saga,"jjc skillz, funke akindele","Funke Akindele, Ayo Makun, Chioma Chukwuka Akpotha, Yemi Eberechi Alade, Blossom Chukwujekwu, Deyemi Okanlawon, Alexx Ekubo, Zubby Michael, Tina Mba, Femi Jacobs",nigeria,2021-09-10,2020,tv-ma,147 min,"action & adventure, comedies, dramas","twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",2021.0,September,147.0,"min",min
85,s86,tv show,pokémon master journeys: the series,nan,"Ikue Otani, Sarah Natochenny, Zeno Robinson, Cherami Leigh, James Carter Cathcart, Michele Knotz, Rodger Parsons, Ray Chase, Casey Mongillo, Tara Sands",nan,2021-09-10,2021,tv-y7,1 Season,"anime series, kids' tv","as ash battles his way through the world coronation series, goh continues his quest to catch every pokémon. together, they're on a journey to adventure!",2021.0,September,1.0,"Season",Season
86,s87,movie,prey,thomas sieben,"David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach",nan,2021-09-10,2021,tv-ma,87 min,"international movies, thrillers",a hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,2021.0,September,87.0,"min",min
87,s88,tv show,titipo titipo,nan,"Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun",nan,2021-09-10,2019,tv-y,2 Seasons,"kids' tv, korean tv shows",titipo the train is out to prove that he's got what it takes to help the folks of train village ride the rails safely and reliably.,2021.0,September,2.0,"Seasons",Seasons
88,s89,movie,blood brothers: malcolm x & muhammad ali,marcus clarke,"Malcolm X, Muhammad Ali",nan,2021-09-09,2021,pg-13,96 min,"documentaries, sports movies","from a chance meeting to a tragic fallout, malcolm x and muhammad ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",2021.0,September,96.0,"min",min
89,s90,tv show,mighty raju,nan,"Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava",nan,2021-09-09,2017,tv-y7,4 Seasons,kids' tv,"born with superhuman abilities, young raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!",2021.0,September,4.0,"Seasons",Seasons
90,s91,movie,paradise hills,alice waddington,"Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath","spain, united states",2021-09-09,2019,tv-ma,95 min,"sci-fi & fantasy, thrillers","uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. that’s bad enough, but its real purpose is even worse.",2021.0,September,95.0,"min",min
91,s92,movie,the women and the murderer,"mona achache, patricia tourancheau",,france,2021-09-09,2021,tv-14,92 min,"documentaries, international movies",this documentary traces the capture of serial killer guy georges through the tireless work of two women: a police chief and a victim's mother.,2021.0,September,92.0,"min",min
92,s93,tv show,into the night,nan,"Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtuluş, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Gaïa Kraghede Bellugi, Nabil Mallat",belgium,2021-09-08,2021,tv-ma,2 Seasons,"international tv shows, tv dramas, tv mysteries",passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,2021.0,September,2.0,"Seasons",Seasons
93,s94,movie,jj+e,alexis almström,"Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi",nan,2021-09-08,2021,tv-ma,91 min,"dramas, international movies, romantic movies","elisabeth and john-john live in the same city, but they inhabit different worlds. can a passionate first love break through class and cultural barriers?",2021.0,September,91.0,"min",min
94,s95,movie,show dogs,raja gosnell,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale","united kingdom, united states",2021-09-08,2018,pg,90 min,"children & family movies, comedies",a rough and tough police dog must go undercover with an fbi agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,2021.0,September,90.0,"min",min
95,s96,tv show,the circle,nan,Michelle Buteau,"united states, united kingdom",2021-09-08,2021,tv-ma,3 Seasons,reality tv,"status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",2021.0,September,3.0,"Seasons",Seasons
96,s97,movie,if i leave here tomorrow: a film about lynyrd skynyrd,stephen kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",united states,2021-09-07,2018,tv-ma,97 min,"documentaries, music & musicals","using interviews and archival footage, this documentary charts the story of the legendary southern rockers with a focus on front man ronnie van zant.",2021.0,September,97.0,"min",min
97,s98,tv show,kid cosmic,nan,"Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver",united states,2021-09-07,2021,tv-y7,2 Seasons,"kids' tv, tv comedies, tv sci-fi & fantasy",a boy's superhero dreams come true when he finds five powerful cosmic stones. but saving the day is harder than he imagined — and he can't do it alone.,2021.0,September,2.0,"Seasons",Seasons
98,s99,tv show,octonauts: above & beyond,nan,"Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt",united kingdom,2021-09-07,2021,tv-y,1 Season,"british tv shows, kids' tv","the octonauts expand their exploration beyond the sea — and onto land! with new rides and new friends, they'll protect any habitats and animals at risk.",2021.0,September,1.0,"Season",Season
99,s100,tv show,on the verge,nan,"Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi","france, united states",2021-09-07,2021,tv-ma,1 Season,"tv comedies, tv dramas","four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic la.",2021.0,September,1.0,"Season",Season
100,s101,tv show,tobot galaxy detectives,nan,"Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow",nan,2021-09-07,2019,tv-y7,2 Seasons,kids' tv,"an intergalactic device transforms toy cars into robots: the tobots! working with friends to solve mysteries, they protect the world from evil.",2021.0,September,2.0,"Seasons",Seasons
101,s102,movie,untold: breaking point,"chapman way, maclain way",,united states,2021-09-07,2021,tv-ma,80 min,"documentaries, sports movies","under pressure to continue a winning tradition in american tennis, mardy fish faced mental health challenges that changed his life on and off the court.",2021.0,September,80.0,"min",min
102,s103,tv show,countdown: inspiration4 mission to space,jason hehir,,nan,2021-09-06,2021,tv-14,1 Season,"docuseries, science & nature tv","from training to launch to landing, this all-access docuseries rides along with the inspiration4 crew on the first all-civilian orbital space mission.",2021.0,September,1.0,"Season",Season
103,s104,movie,shadow parties,yemi amodu,"Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas",nan,2021-09-06,2020,tv-ma,117 min,"dramas, international movies, thrillers",a family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,2021.0,September,117.0,"min",min
